epoch,acc,loss,lr,val_acc,val_loss
83,0.99846655,0.006669319204970519,0.000125,0.79046476,1.94631463340205
84,0.9986856,0.006307785593023475,0.000125,0.78966343,1.9161033803581173
85,0.9986666,0.006433746422567372,0.000125,0.79113245,1.885373695793315
86,0.9986094,0.006332627381527422,0.000125,0.7923344,1.90840486328826
87,0.9991285,0.005169855427681902,6.25e-05,0.7915331,1.9336919040761442
88,0.99901897,0.0051819986079007715,6.25e-05,0.7903312,1.9176078341964982
89,0.9991333,0.004870026238931021,6.25e-05,0.7919338,1.9170564387598608
90,0.99917614,0.004776292510002525,6.25e-05,0.79046476,1.9146721836848137
91,0.9991047,0.004852581477767223,6.25e-05,0.7932692,1.8956030199670384
92,0.9991523,0.004839103470082279,6.25e-05,0.79099894,1.9269119959611158
93,0.999238,0.004712358342483072,6.25e-05,0.79099894,1.9374564794393687
94,0.9991285,0.004784896094357374,6.25e-05,0.78926283,1.9606639737756844
95,0.9992523,0.00460772629286627,6.25e-05,0.7920673,1.9647356297215846
96,0.9991999,0.004733201096928309,6.25e-05,0.78939635,1.949154432512756
97,0.9992428,0.004512684456362695,6.25e-05,0.7916667,1.971020130520193
98,0.9992904,0.004479632809807701,6.25e-05,0.7915331,1.9367563561496572
99,0.999219,0.004560805872797914,6.25e-05,0.79113245,1.9636813427647974
100,0.999238,0.004470128676104098,6.25e-05,0.7903312,1.9570300263217373
101,0.99921423,0.004515829443508479,6.25e-05,0.79273504,1.9119833901397183
102,0.9992714,0.00434813096310252,6.25e-05,0.78886217,1.9884265493123958
103,0.9993047,0.004359098105215547,6.25e-05,0.79220086,1.9493207809252617
104,0.9991714,0.00448463096282946,6.25e-05,0.7899306,1.936398696186196
105,0.9991666,0.004564825258181312,6.25e-05,0.7901977,1.967983422625778
106,0.9992952,0.004324243525761988,6.25e-05,0.78939635,1.9832796724433572
107,0.99926186,0.004370115663549902,6.25e-05,0.79113245,1.9565870532622704
108,0.99928087,0.0044068744979078546,6.25e-05,0.7879273,1.9899612741592603
109,0.9992571,0.0042764911366506625,6.25e-05,0.79046476,1.9641511521787725
110,0.99928564,0.004166824796980668,6.25e-05,0.78966343,1.9844176534913545
111,0.999319,0.0041600537285202245,6.25e-05,0.7915331,1.946998636946719
112,0.99941427,0.003937261548928179,3.125e-05,0.7916667,1.9592965632422357
113,0.9994476,0.0037705101422322493,3.125e-05,0.7901977,1.97696730418083
114,0.9995285,0.0036265663425985944,3.125e-05,0.7916667,1.9677087414977896
115,0.9995,0.003653735088590732,3.125e-05,0.7901977,1.9829718857748895
116,0.9994952,0.0036784153211097768,3.125e-05,0.7919338,1.9634944368631413
117,0.9994476,0.0038211034923964307,3.125e-05,0.79273504,1.9688270489374797
118,0.9995333,0.0036427950227220876,3.125e-05,0.7931357,1.9773274002931056
119,0.9993761,0.003779227693905113,3.125e-05,0.79099894,1.991915058885884
120,0.99949044,0.0035865254596026907,3.125e-05,0.78886217,2.0143373547456203
121,0.99949044,0.003610121951351397,3.125e-05,0.79420406,1.9586246711576087
122,0.99950475,0.0036971976004230374,3.125e-05,0.79393697,1.9577005322162921
123,0.99954283,0.0036036158426593426,3.125e-05,0.78912926,2.029383896253048
124,0.99949044,0.0035980126505514025,3.125e-05,0.7900641,2.013383122590872
125,0.99952376,0.0035157242309906364,3.125e-05,0.79046476,2.0135271187521453
126,0.99947137,0.0035791693685755465,3.125e-05,0.78966343,2.0040465170501642
127,0.9995285,0.0035384591868610395,3.125e-05,0.7916667,2.0127875061116667
128,0.99939996,0.0036829931702525597,3.125e-05,0.78886217,1.9953135017655854
129,0.9995095,0.0035850502505768668,3.125e-05,0.79099894,1.9871289994981554
130,0.99952376,0.0034086913405610227,3.125e-05,0.79113245,2.0042961382458353
131,0.99949044,0.0034886269898079187,3.125e-05,0.79113245,1.9971036992521367
132,0.99949044,0.0034849332525584177,3.125e-05,0.7901977,2.0109095700785646
133,0.9995095,0.003507778070877635,3.125e-05,0.7913996,2.011962744924757
134,0.9994476,0.003551902272714788,3.125e-05,0.79073185,2.0389810423565726
135,0.9995142,0.003448172484696226,3.125e-05,0.7901977,2.006057768295973
136,0.99954283,0.0034774478021003937,3.125e-05,0.79046476,2.01575570126884
137,0.9995666,0.003330114228676168,1.5625e-05,0.7905983,2.0231517278231106
138,0.99953806,0.003335247943926194,1.5625e-05,0.791266,2.0288222442325363
139,0.9995333,0.003329618937282801,1.5625e-05,0.7885951,2.045747234271123
140,0.99947613,0.003512180426772385,1.5625e-05,0.79113245,2.0333005082912936
141,0.9995666,0.003362552478047785,1.5625e-05,0.7903312,2.0322642418054433
142,0.9995857,0.003387533656804114,1.5625e-05,0.7901977,2.010829193979247
143,0.99949044,0.00345474538177772,1.5625e-05,0.7915331,2.0115641411553082
144,0.99957615,0.0032008707716823,1.5625e-05,0.79046476,2.01560338643881
145,0.9995857,0.0032770566755040667,1.5625e-05,0.7903312,2.0363614875027256
146,0.9995142,0.0033557020126247575,1.5625e-05,0.788328,2.0453590801638417
147,0.99955237,0.003240537408389027,1.5625e-05,0.7903312,2.042385313245985
148,0.9995666,0.0033172196894898304,1.5625e-05,0.79046476,2.0384636011898007
149,0.99955237,0.0032843285546978536,1.5625e-05,0.7916667,2.0157965212805657
150,0.9995952,0.0032721030678008523,1.5625e-05,0.791266,2.030112747453217
151,0.9995476,0.0033221317714925446,1.5625e-05,0.79046476,2.021589922089862
152,0.99953806,0.0032806457440938603,1.5625e-05,0.7915331,2.0171490780308714
153,0.9995857,0.0032249720204563168,1.5625e-05,0.79099894,2.023540012856834
154,0.9995714,0.003261640962130366,1.5625e-05,0.7900641,2.0515462552380357
155,0.9996571,0.0031054647040104156,1.5625e-05,0.79086536,2.0221814416412616
156,0.9996523,0.0031242494956230256,1.5625e-05,0.7895299,2.033962100998968
157,0.9995952,0.0032457143229625415,1.5625e-05,0.7903312,2.023513117407122
158,0.9996381,0.0031504456844008055,1.5625e-05,0.79086536,2.036686721520546
159,0.9996095,0.0031965557191591643,1.5625e-05,0.7913996,2.030266626777812
160,0.9995476,0.0032271977563495527,1.5625e-05,0.7905983,2.0308381446406374
161,0.99966663,0.003091122253289904,1.5625e-05,0.789797,2.0243236855563955
162,0.9996047,0.003138760918084898,7.8125e-06,0.79073185,2.0333118769857617
163,0.9995952,0.0031338693611397636,7.8125e-06,0.79086536,2.0299093865940714
164,0.99964285,0.0031496381504168515,7.8125e-06,0.79113245,2.0338802490478907
165,0.99959046,0.00316101706722908,7.8125e-06,0.7905983,2.0297729052030125
166,0.99961424,0.003098059158126118,7.8125e-06,0.791266,2.0237519685019794
167,0.99954283,0.0030879141021157384,7.8125e-06,0.79086536,2.0284194436847653
168,0.99961424,0.0032479368956043757,7.8125e-06,0.79086536,2.015011782829578
169,0.99955714,0.0031894303289112243,7.8125e-06,0.7901977,2.03239304642392
170,0.9996333,0.0031381994779349403,7.8125e-06,0.79113245,2.0294216280309563
171,0.999619,0.0031206379805823014,7.8125e-06,0.7899306,2.055253269835415
172,0.9995714,0.0031093516109280545,7.8125e-06,0.7899306,2.039369412467011
173,0.9995952,0.003116636992285589,7.8125e-06,0.7901977,2.050167569747338
174,0.9995952,0.003140043111231458,7.8125e-06,0.791266,2.038019362168434
175,0.9995952,0.0030376771770407704,7.8125e-06,0.791266,2.034096270544916
176,0.99962854,0.0031195577771747653,7.8125e-06,0.789797,2.0364341302814646
177,0.99966186,0.003078427772497465,7.8125e-06,0.79046476,2.0212147225681534
178,0.9996523,0.003092603941550717,7.8125e-06,0.7900641,2.046038087616619
179,0.9995952,0.0031286264670072734,7.8125e-06,0.7901977,2.0442357796889086
180,0.9996,0.0030741872873642617,7.8125e-06,0.79113245,2.045456710534218
181,0.9997047,0.002991526259137839,7.8125e-06,0.7915331,2.029893819083515
182,0.99961424,0.0031577233650026664,7.8125e-06,0.7916667,2.02715741059719
183,0.9996047,0.0029779471719852675,7.8125e-06,0.7901977,2.0421524949562855
184,0.9996714,0.0029680945154052204,7.8125e-06,0.79113245,2.044796831587441
185,0.99961424,0.003055701876396787,7.8125e-06,0.7901977,2.0497780218083634
186,0.9996333,0.0030706852155435267,7.8125e-06,0.79073185,2.044314930581639
187,0.99964285,0.0030141978400940674,3.90625e-06,0.79073185,2.0407360343851595
188,0.9996047,0.003167987012784246,3.90625e-06,0.7915331,2.045748169096107
189,0.9996571,0.003076291575603079,3.90625e-06,0.7900641,2.036842780235486
190,0.99968094,0.0030219649700109243,3.90625e-06,0.79086536,2.0487706798773546
191,0.9995952,0.003072261028679495,3.90625e-06,0.7905983,2.040509138351832
192,0.99959046,0.00307545137214643,3.90625e-06,0.7918002,2.0478952577990346
193,0.99966186,0.0028740974672061465,3.90625e-06,0.79073185,2.0274399890858903
194,0.99961424,0.003064285169214097,3.90625e-06,0.7918002,2.0499878958759146
195,0.99966663,0.002970737619376213,3.90625e-06,0.79086536,2.0501402718389135
196,0.999619,0.0031635429700404504,3.90625e-06,0.79086536,2.0552775875116005
197,0.99966663,0.003004407796221184,3.90625e-06,0.7900641,2.0507764872322736
198,0.99967617,0.0029881733733424613,3.90625e-06,0.79113245,2.040802081425985
199,0.9995857,0.0030667550938983696,3.90625e-06,0.79086536,2.0570894133331428
