epoch,loss,lr,predictions_categorical_accuracy,predictions_loss,reconstruction_loss,val_loss,val_predictions_categorical_accuracy,val_predictions_loss,val_reconstruction_loss
68,0.4254511485953902,0.005,0.8608582,0.42269588,0.0027552734,0.8215726026829253,0.7594415,0.81820124,0.003371525
69,0.4239195140883833,0.005,0.86059636,0.4211845,0.0027351317,0.9097570078170046,0.73617023,0.9063487,0.0034081347
70,0.4216191642963812,0.005,0.8615439,0.41890857,0.0027102549,0.8607270381552108,0.75625,0.8573042,0.0034228403
71,0.41917105060301774,0.005,0.86241525,0.4164924,0.0026791422,0.862043521505721,0.7522606,0.8587692,0.003274283
72,0.4168670011782781,0.005,0.8628343,0.41419527,0.002671979,0.8206005941680137,0.75545216,0.8172574,0.003343079
73,0.4146706177114432,0.005,0.86357707,0.4120197,0.0026505133,0.8918001068399307,0.74441487,0.88854575,0.0032541903
74,0.41458906068133267,0.005,0.8631818,0.41194552,0.0026443768,0.8621254333156221,0.7494681,0.85889375,0.0032321226
75,0.41090273511152287,0.005,0.86471504,0.408296,0.0026071721,0.8525402261855755,0.75212765,0.8492542,0.0032862737
76,0.4088624449528818,0.005,0.8647865,0.40625614,0.0026074464,0.8017000539505735,0.7636968,0.79841006,0.0032897068
77,0.4088758956734616,0.005,0.8656198,0.40629065,0.0025845193,0.8045351596588785,0.76343083,0.80133253,0.0032027853
78,0.4086716932789656,0.005,0.864577,0.40609446,0.0025769682,0.7934588640294177,0.7595745,0.79009193,0.0033667532
79,0.40429460165223824,0.005,0.86737674,0.401729,0.002565209,0.8710813308015782,0.75385636,0.8677965,0.0032848234
80,0.40536564710358014,0.005,0.86610067,0.4028184,0.002547895,0.9051797204829277,0.75039893,0.90188795,0.0032918472
81,0.4022326584449587,0.005,0.86698157,0.39970207,0.0025302107,0.8856321603693861,0.7517287,0.88248,0.0031522936
82,0.40152389002229116,0.005,0.86809576,0.39902025,0.0025030952,0.859753492791602,0.76103723,0.85668576,0.0030679416
83,0.39882928376349575,0.005,0.8691338,0.39632583,0.0025028978,0.8084732313739492,0.7654255,0.80534977,0.0031232233
84,0.39831079727737767,0.005,0.86818624,0.3958221,0.0024889717,0.8122564197854792,0.7647606,0.80919623,0.003060442
85,0.39564149134495663,0.005,0.86954325,0.39316967,0.002472376,0.8606221163526494,0.7617021,0.85755837,0.0030637546
86,0.3940726270683197,0.005,0.86934805,0.3916124,0.002461018,0.7951124921124032,0.7647606,0.7918559,0.00325643
87,0.3934070368887865,0.005,0.86927664,0.39096546,0.0024418344,0.8011263576593805,0.7695479,0.7980565,0.003069741
88,0.3916106871561263,0.005,0.870048,0.38917738,0.002433777,0.8104359851872668,0.7582447,0.80736005,0.0030758767
89,0.38894801689378555,0.005,0.8714241,0.3865208,0.0024281135,0.8023397330273974,0.77207446,0.79932886,0.0030109067
90,0.3896854369856137,0.005,0.8713812,0.38727647,0.0024089466,0.8073922358928842,0.75917554,0.8043766,0.0030157976
91,0.3869838326165866,0.005,0.87265253,0.38459057,0.002393679,0.8425352672313122,0.7640957,0.83960587,0.0029296288
92,0.3869105626585034,0.005,0.8726907,0.38452512,0.0023853679,0.8165597905503943,0.76023936,0.81361586,0.0029439298
93,0.3856108057934637,0.005,0.87183356,0.3832336,0.002376977,0.8367987524955831,0.7619681,0.83383656,0.0029620219
94,0.3842436072849272,0.005,0.872105,0.38187176,0.0023713247,0.7815839324225771,0.77207446,0.7784063,0.0031773713
95,0.38211597227049404,0.005,0.8729335,0.37976527,0.0023503457,0.7724156220542624,0.77739364,0.7695077,0.0029076822
96,0.38046991146286957,0.005,0.8739763,0.37812975,0.002339263,0.8062774054547573,0.76848406,0.8032895,0.002987621
97,0.38057877862964773,0.005,0.873781,0.3782518,0.0023264885,0.8174943042562363,0.76276594,0.81451535,0.0029791165
98,0.3819111572067975,0.005,0.87328583,0.37958243,0.0023284438,0.8223971890642288,0.7648936,0.8194284,0.0029686524
99,0.3758761404809017,0.005,0.8754333,0.37356797,0.002308545,0.8400272828467349,0.7593085,0.8371133,0.002913921
100,0.3771432204569065,0.005,0.8748238,0.3748437,0.0022991705,0.843446213577656,0.76223403,0.8405001,0.0029462937
101,0.3745370355135154,0.005,0.8759571,0.37224656,0.0022899709,0.8055581996415524,0.7692819,0.8026956,0.002862756
102,0.3730659383406876,0.005,0.87652844,0.37078413,0.00228135,0.8287170109596659,0.7636968,0.8258382,0.002879009
103,0.37239127964123064,0.005,0.875938,0.3701305,0.0022602223,0.8309410995625435,0.7699468,0.82815135,0.002789776
104,0.3720768361065594,0.005,0.8760809,0.36982116,0.0022560582,0.7927775412163836,0.77446806,0.7898815,0.0028959254
105,0.36986418458874787,0.005,0.8767237,0.36762232,0.0022413037,0.7904168433331429,0.77406913,0.78756,0.002856907
106,0.3719787073385356,0.005,0.8766427,0.36975223,0.002226704,0.8519664652804111,0.77220744,0.84918654,0.0027799753
107,0.36929155568760125,0.005,0.8762332,0.36707196,0.00222011,0.8146224716876416,0.77087766,0.81176317,0.0028593477
108,0.3676455629146305,0.005,0.8780188,0.36541665,0.0022278687,0.8491532756927166,0.7647606,0.84624034,0.0029125982
109,0.3660520527914278,0.005,0.8784759,0.3638452,0.0022065092,0.8152014762163162,0.7613032,0.8123573,0.0028441225
110,0.36436846690587604,0.005,0.87891877,0.36217284,0.0021963222,0.7780648759070863,0.77619684,0.7751952,0.0028696612
111,0.3646918036419408,0.005,0.878714,0.36250916,0.0021822713,0.8506825154132032,0.76622343,0.8479614,0.00272115
112,0.36470978970876533,0.005,0.8782617,0.36254573,0.0021637783,0.7743114104296299,0.7788564,0.7715889,0.002722652
113,0.36160126071904064,0.005,0.87922347,0.3594388,0.0021619932,0.842340022071879,0.77021277,0.83958095,0.002758788
114,0.3617532568805359,0.005,0.8800806,0.35958815,0.0021653117,0.787109311463985,0.7769947,0.7843572,0.0027521972
115,0.36053421800613006,0.005,0.88010913,0.35837832,0.0021561873,0.8134359932960348,0.7719415,0.81074846,0.002687054
116,0.31733487109490033,0.0025,0.8938367,0.31525034,0.00208419,0.7515727612566441,0.7861702,0.7489726,0.0026002184
117,0.3136316961557032,0.0025,0.89472705,0.31155786,0.002074003,0.7897424862739888,0.7801862,0.7871168,0.0026257474
118,0.31341209067773906,0.0025,0.89468896,0.31133735,0.002074246,0.7169554185994128,0.7900266,0.71432143,0.0026341535
119,0.31101512132431336,0.0025,0.8958603,0.30895326,0.0020618837,0.7834506944138953,0.7859042,0.7808568,0.0025935075
120,0.31032271805282785,0.0025,0.8956175,0.30825934,0.0020632455,0.7546687753276622,0.78218085,0.7520315,0.002637205
121,0.31150817713863,0.0025,0.8956651,0.30944738,0.0020609861,0.7296513091376488,0.7924202,0.72706646,0.0025851072
122,0.30939023653915176,0.0025,0.8959698,0.3073387,0.002051416,0.7567191258389899,0.78577125,0.754096,0.0026231674
123,0.30808625213175206,0.0025,0.89666027,0.30604,0.002046438,0.7441259725930843,0.78803194,0.7414773,0.0026487573
124,0.3083228578471168,0.0025,0.89642215,0.30628353,0.0020389147,0.7874828719078226,0.77925533,0.7848823,0.00260063
125,0.3064612714758501,0.0025,0.89755064,0.30441415,0.00204689,0.7542999917522389,0.78510636,0.75171757,0.0025827065
126,0.30701507406876016,0.0025,0.89678407,0.30497938,0.0020357482,0.7926073999480998,0.78284574,0.79004216,0.0025653576
127,0.30645313131580826,0.0025,0.89730304,0.30441642,0.0020374719,0.7652420189786464,0.7881649,0.76265615,0.002585745
128,0.3039033423564873,0.0025,0.897903,0.30186915,0.002034235,0.7523382167232797,0.7848404,0.7497317,0.0026064229
129,0.30455504780407905,0.0025,0.8973221,0.30252594,0.0020288872,0.7243747725765756,0.7925532,0.721808,0.002567072
130,0.3051877412715146,0.0025,0.8971459,0.30316454,0.002023664,0.7275974528586611,0.7888298,0.72501546,0.002582093
131,0.3035713047522534,0.0025,0.897803,0.3015505,0.0020209376,0.7534267724194426,0.793617,0.750882,0.0025444864
132,0.30371863293939294,0.0025,0.89828396,0.30170268,0.0020155215,0.7695782883370176,0.7882979,0.76700723,0.0025708838
133,0.30160333853258686,0.0025,0.89894104,0.29959354,0.0020095906,0.7655644504313773,0.7788564,0.76296216,0.0026024082
134,0.3021477162673372,0.0025,0.89809823,0.30013546,0.0020120093,0.720019767385848,0.7918883,0.71744734,0.0025720727
135,0.3014636812909005,0.0025,0.8981744,0.2994613,0.0020020227,0.7496705897310947,0.7841755,0.74699277,0.002677965
136,0.3000519255719115,0.0025,0.8989363,0.29805237,0.0019989884,0.7555587835134344,0.7853723,0.7530241,0.0025347664
137,0.2992840541253366,0.0025,0.8997981,0.29729143,0.0019923323,0.7619844025753914,0.7901596,0.759474,0.0025102969
138,0.29950609377626647,0.0025,0.89943147,0.2975155,0.0019905635,0.77617912882186,0.78803194,0.773702,0.0024770217
139,0.27862397564735997,0.00125,0.9066738,0.27666306,0.0019609982,0.7335599920217027,0.7953457,0.73107016,0.0024898006
140,0.27583953627100966,0.00125,0.9069166,0.27387735,0.0019618107,0.7297940802700976,0.79973406,0.72728175,0.0025122287
141,0.2777682018666238,0.00125,0.9064071,0.27580723,0.0019611868,0.7399203256723729,0.79401594,0.7374364,0.0024841465
142,0.2756142702553056,0.00125,0.906869,0.27365625,0.001957761,0.7340449347775033,0.793617,0.7315541,0.0024911242
143,0.27452098449024326,0.00125,0.90717375,0.2725683,0.0019528067,0.7235311647044852,0.7994681,0.7210478,0.0024833914
144,0.27486134378877236,0.00125,0.9067833,0.2729021,0.0019595332,0.7129019073983456,0.7961436,0.7104112,0.002490961
145,0.2751201266360713,0.00125,0.90712136,0.27316213,0.001957804,0.7062487465270022,0.79734045,0.7037476,0.002501263
146,0.27375780617636314,0.00125,0.90704995,0.27181017,0.0019477376,0.7256506451266878,0.7960106,0.72316444,0.0024862618
147,0.2728172450404573,0.00125,0.90740705,0.27086762,0.0019498848,0.7209839655997905,0.7977394,0.71846426,0.0025197146
148,0.2738602163910675,0.00125,0.90753084,0.27191058,0.001949477,0.7322168468160832,0.79734045,0.72971654,0.0025002921
149,0.273621127044868,0.00125,0.9074023,0.2716784,0.0019425577,0.7246153797240967,0.7988032,0.7221392,0.0024764156
150,0.27188801351221176,0.00125,0.90835935,0.26994938,0.001938909,0.747478620612875,0.7981383,0.74503756,0.0024412586
151,0.27313609860364063,0.00125,0.9074975,0.27119726,0.0019391788,0.7438860186871062,0.79335105,0.741445,0.0024406947
152,0.2737866418770214,0.00125,0.90729755,0.27184755,0.0019389142,0.7362665165612038,0.793617,0.7337848,0.0024815726
153,0.2713304137986743,0.00125,0.90832126,0.269389,0.0019413584,0.718835944381166,0.7920213,0.71637523,0.002460722
154,0.2704005111278502,0.00125,0.9079832,0.26846403,0.0019366555,0.7434501867345039,0.7960106,0.74101907,0.0024309608
155,0.27116858174037584,0.00125,0.9082308,0.2692395,0.0019290523,0.7332847800026548,0.79747343,0.73080325,0.0024814066
156,0.2705934480611424,0.00125,0.909126,0.26865798,0.0019358996,0.7106295825319088,0.8011968,0.708159,0.0024702002
157,0.26957858291301495,0.00125,0.9086165,0.26764107,0.001937929,0.7407422077148519,0.79507977,0.7382872,0.002455147
158,0.2699440743617513,0.00125,0.90875936,0.2680142,0.0019298312,0.7558200696047316,0.7942819,0.7533658,0.0024544229
159,0.2709027408377703,0.00125,0.90862125,0.26897126,0.0019312283,0.7281952595457117,0.8037234,0.725741,0.002453932
160,0.27015866241051,0.00125,0.9084165,0.26823285,0.0019262141,0.7165312847558488,0.7982713,0.71408343,0.0024475646
161,0.2695735865628054,0.00125,0.9092688,0.26764578,0.0019279466,0.7189814276517705,0.80452126,0.7165513,0.0024298364
162,0.2687744024139719,0.00125,0.90950215,0.26684994,0.0019240885,0.7328319163715585,0.79800534,0.7303827,0.0024492666
163,0.267762915808699,0.00125,0.90884507,0.26583877,0.0019242807,0.7165270441390098,0.8019947,0.71407396,0.0024528955
164,0.26830074833014944,0.00125,0.908826,0.26637685,0.0019239131,0.710714142500086,0.80146277,0.7082571,0.002456997
165,0.2680899631454814,0.00125,0.90932596,0.26616564,0.0019240065,0.7176663331528927,0.79640955,0.71522075,0.0024455083
166,0.25764398072746475,0.000625,0.91329706,0.25573292,0.0019112591,0.7197952496244552,0.80212766,0.71737474,0.0024204156
167,0.25595187265258473,0.000625,0.91301614,0.2540435,0.0019087066,0.7106476299306179,0.80452126,0.70822084,0.0024269482
168,0.25716630909572047,0.000625,0.9130019,0.2552569,0.0019094455,0.7268824866477479,0.8005319,0.7244648,0.0024177183
169,0.25590676908698723,0.000625,0.9133542,0.25399768,0.0019088999,0.712147376068095,0.80452126,0.70972204,0.0024254504
170,0.25505723253416973,0.000625,0.91373515,0.25314972,0.0019071662,0.7154066565188956,0.8042553,0.7129868,0.0024197425
171,0.25549254277654354,0.000625,0.9138018,0.25358573,0.0019067862,0.7357446142333619,0.8006649,0.73332644,0.0024182524
172,0.2556610105228024,0.000625,0.9142494,0.25375557,0.0019052019,0.7283781976141828,0.80026597,0.7259592,0.0024188992
173,0.2559408589215013,0.000625,0.9129685,0.25403595,0.0019048846,0.6946019425037059,0.80452126,0.692149,0.0024527987
174,0.2549076954201693,0.000625,0.91341615,0.25300568,0.0019030194,0.7075227748840414,0.80704784,0.70510894,0.0024140375
175,0.254740696077712,0.000625,0.9138637,0.25283933,0.0019014112,0.7274460386722645,0.8031915,0.72503674,0.0024092563
176,0.25388402796875326,0.000625,0.9140589,0.25198048,0.0019033081,0.7192731097023538,0.80651593,0.716874,0.0023993326
177,0.25480468524995986,0.000625,0.91364944,0.25290126,0.0019031505,0.7108464504175998,0.8054521,0.70844,0.002406475
178,0.25438706349322077,0.000625,0.91421604,0.25248235,0.0019045842,0.7064792438390407,0.8037234,0.7040155,0.0024637475
179,0.25433181632158597,0.000625,0.91409224,0.25243002,0.001901712,0.7200036546017261,0.80452126,0.7175982,0.00240542
